val_loss,val_accuracy,loss,accuracy,lr
2.61513090133667,0.23469388484954834,2.372819528606908,0.17553865909576416,9.999999747378752e-05
1.5262624025344849,0.4030612111091614,1.7006215404421658,0.36692014336586,9.999999747378752e-05
3.0026185512542725,0.5663265585899353,0.9216707183097705,0.6711026430130005,9.999999747378752e-05
4.25130558013916,0.5663265585899353,0.6588447596311229,0.7788339853286743,9.999999747378752e-05
4.478204250335693,0.6530612111091614,0.40664718014510354,0.8694549798965454,9.999999747378752e-05
2.7664294242858887,0.7704081535339355,0.2928193287038423,0.9030418395996094,9.999999747378752e-05
1.6616135835647583,0.9030612111091614,0.2545710944507746,0.9264892339706421,9.999999747378752e-05
2.945924758911133,0.8469387888908386,0.19982591489579585,0.947401762008667,5.999999848427251e-05
2.8738253116607666,0.8673469424247742,0.14275435466490183,0.9594423174858093,5.999999848427251e-05
1.1171938180923462,0.9132652878761292,0.12657076420265,0.9613434672355652,5.999999848427251e-05
1.5222035646438599,0.9081632494926453,0.10986598911727827,0.964512050151825,5.999999848427251e-05
1.5994735956192017,0.8877550959587097,0.0831654881761584,0.9733840227127075,5.999999848427251e-05
0.3391798436641693,0.8979591727256775,0.09141446692065558,0.9752851724624634,5.999999848427251e-05
0.09379317611455917,0.8724489808082581,0.083877432863233,0.9733840227127075,5.999999848427251e-05
0.9860095381736755,0.9336734414100647,0.08327299801764393,0.9740177392959595,5.999999848427251e-05
0.7201437950134277,0.8928571343421936,0.06919123641698825,0.980988621711731,5.999999848427251e-05
0.34238287806510925,0.9387755393981934,0.07693229117919799,0.9765526056289673,5.999999848427251e-05
1.115500807762146,0.9438775777816772,0.07193111936910442,0.9816222786903381,5.999999848427251e-05
0.2505473792552948,0.9642857313156128,0.07288739377399768,0.9790874719619751,5.999999848427251e-05
0.0716649666428566,0.9693877696990967,0.03689712444610927,0.9873257279396057,3.599999763537198e-05
0.030968543142080307,0.954081654548645,0.044961885139827774,0.9854245781898499,3.599999763537198e-05
0.005700733978301287,0.9744898080825806,0.029301731223993648,0.9911280274391174,3.599999763537198e-05
0.004366113338619471,0.9897959232330322,0.040725800346596785,0.9879594445228577,3.599999763537198e-05
0.06690932810306549,0.9642857313156128,0.02950524179094959,0.9904943108558655,3.599999763537198e-05
0.009722044691443443,0.9795918464660645,0.0214921945699177,0.9942965507507324,3.599999763537198e-05
0.0037952244747430086,0.9897959232330322,0.03747219420452779,0.9904943108558655,3.599999763537198e-05
0.24418891966342926,0.9795918464660645,0.033858305617583066,0.9904943108558655,3.599999763537198e-05
0.0037383686285465956,0.9897959232330322,0.042702535691474065,0.9879594445228577,3.599999763537198e-05
0.014479158446192741,0.9948979616165161,0.04081965856693743,0.9873257279396057,3.599999763537198e-05
0.002660594880580902,1.0,0.037518378883569244,0.9911280274391174,3.599999763537198e-05
0.24301397800445557,0.9897959232330322,0.01931257623797317,0.9942965507507324,3.599999763537198e-05
0.0011035967618227005,1.0,0.018267915383247853,0.9936628937721252,3.599999763537198e-05
0.00015920589794404805,1.0,0.021603487367300944,0.9930291771888733,3.599999763537198e-05
2.4266029868158512e-05,1.0,0.011055235144169296,0.9955639839172363,3.599999763537198e-05
4.4154930947115645e-05,0.9897959232330322,0.02759906719580527,0.9923954606056213,3.599999763537198e-05
2.0095217223570216e-06,1.0,0.01306198237082878,0.9968314170837402,3.599999763537198e-05
1.3265867892187089e-05,1.0,0.022487189119106785,0.9930291771888733,3.599999763537198e-05
1.805163833523693e-06,1.0,0.014487164185767024,0.9968314170837402,3.599999763537198e-05
3.7465750324372493e-07,1.0,0.007789174513562512,0.9987325668334961,3.599999763537198e-05
1.6348657254638965e-06,1.0,0.016258969787357955,0.9955639839172363,2.159999894502107e-05
7.663442147531896e-07,1.0,0.010853698682579072,0.9968314170837402,2.159999894502107e-05
1.1920925402364446e-07,1.0,0.008105606166355356,0.9955639839172363,2.159999894502107e-05
3.014272579093813e-06,1.0,0.01755017210215703,0.9936628937721252,2.159999894502107e-05
6.0273388953646645e-05,1.0,0.010554012075496276,0.9974651336669922,2.159999894502107e-05
0.00011286180961178616,1.0,0.01178818454852312,0.9961977005004883,1.2959999367012642e-05
4.582185283652507e-05,1.0,0.018038802091378463,0.9955639839172363,1.2959999367012642e-05
5.177015282242792e-06,1.0,0.010136135403733218,0.9961977005004883,1.2959999367012642e-05
4.563959919323679e-06,1.0,0.011464597352534973,0.9955639839172363,1.2959999367012642e-05
1.0047614296126994e-06,1.0,0.007636238849845207,0.9974651336669922,1.2959999367012642e-05
3.7465744640030607e-07,1.0,0.0062277350657613095,0.9968314170837402,9.999999747378752e-06
